subgraph_size=2_alpha=0.8,subgraph_size=2_alpha=0.99
-0.5017512609429347,-0.5164180816632385
-0.36100962773275874,-0.38266424571260965
-0.19213705099498232,-0.19497262413070227
-0.10721873923398864,-0.10741245140132377
-0.36256432404896866,-0.36005604039877653
-0.5195412222513308,-0.5214260298246518
-0.5511878113014003,-0.5813771722419188
-0.20830439171055332,-0.22914427914501478
-0.5545782369794324,-0.5846192684754108
-0.32592619420650104,-0.32807984184900607
-0.11449440921501566,-0.09519379567277307
-0.2264603056005823,-0.23621884828666226
-0.38013461939059195,-0.35317722034601806
-0.12589880493391925,-0.12025326954278474
-0.3056757899808387,-0.34286119216509786
-0.1785212873595689,-0.18565988742397166
-0.16733650432123492,-0.17611455541288404
-0.12135286452869574,-0.08568269274769894
-0.24180818183658023,-0.238385678025273
-0.3370849197373415,-0.3342523115981991
-0.44107934113902353,-0.4624420797852023
-0.19507897960798193,-0.2264939762900273
-0.25056024994080267,-0.2313510994434667
-0.2781097036398326,-0.26401066230066744
-0.636586257594948,-0.6482962972686316
-0.36303652699726324,-0.3450835346826352
-0.12531447808258236,-0.08871029597396651
-0.308714292133227,-0.31679198614166426
-0.12238822998925268,-0.12929821464853983
-0.4279644565959461,-0.42120201310298094
-0.14508326310353975,-0.147358113611117
-0.3842227851971984,-0.3919645128212869
-0.3190167903682838,-0.3186086912182509
-0.4196300016809255,-0.4772432630505258
-0.2524690548128759,-0.23643049558935067
-0.4070913858090838,-0.42168654736713507
-0.2936697309060643,-0.3143871826527175
-0.180843640260476,-0.18648874073444555
-0.44349930887576194,-0.4182492188969627
-0.3097097507903042,-0.29393267855669064
-0.36706347276767093,-0.3728424461651593
-0.23718375731570027,-0.22360597892664372
-0.1470525958328896,-0.14172527133482316
-0.06254675372193257,-0.030354280308432256
-0.2381322890178611,-0.2706093268600913
-0.18511418914111952,-0.19993888151734912
-0.18775794818997382,-0.204004019802281
-0.2428775432566181,-0.23887605619772026
-0.5588759291618286,-0.5452761519839987
-0.28613580831171326,-0.2669188775832299
-0.16790818380812803,-0.10756882079333688
-0.25189895056808986,-0.28426632564902926
-0.13834431827068328,-0.09285492094699294
-0.49648243238412154,-0.5440269975488384
-0.03830618751080086,-0.029316844959976152
-0.42757056462112814,-0.429145411842037
-0.31666227168248345,-0.32753366440340564
-0.282376083919468,-0.27806962859351186
-0.19139085535736133,-0.15417783489528422
-0.4491199634131044,-0.4793524325712739
-0.2233432089490816,-0.22643132471091423
-0.4219421121493603,-0.39525716863494986
-0.1830661858408712,-0.19573208323097788
-0.09215571524575353,-0.08748953931421663
-0.19606911848687256,-0.17999964125764867
-0.2322886766664063,-0.2139442565133019
-0.10658045580494217,-0.12395151609176537
-0.5200449334084988,-0.5198188428307184
-0.2705694348675509,-0.2968457718659192
-0.37696698527317496,-0.3746833459908764
-0.15562456580344589,-0.09410195093679552
-0.3572567529262354,-0.35441470373712947
-0.22180114350514488,-0.214173719874816
-0.31435791338483493,-0.30257760962393754
-0.24217405535901587,-0.22146818621239314
-0.1402436521082806,-0.14445891942557257
-0.09165306438071032,-0.11879247972508893
-0.10285728630842642,-0.12152130840268607
-0.30769171007288,-0.2860372557925681
-0.13932359052821994,-0.16500386939345238
-0.32019466269761326,-0.3689770555798896
-0.23810610271369417,-0.25768939875706565
-0.2630112719660004,-0.2478987341358637
-0.31510553837909056,-0.34885647100997935
-0.17811299147705237,-0.1841921067490087
-0.5558882642226914,-0.6534431748495748
-0.24107947225061555,-0.25013092571714274
-0.22426369609932104,-0.21637105904985218
-0.2829895992204547,-0.31127534892895103
-0.18289116716788462,-0.1787808745385458
-0.46420783599217735,-0.48069826733786614
-0.0925611839722842,-0.07893796615855536
-0.03872429076892634,-0.01175906788635378
-0.25247482923946035,-0.26904641167105486
-0.4223335919622332,-0.4387569235113915
-0.2253883625085776,-0.25672069455846214
-0.37583738604715716,-0.4158166861625311
-0.3008545010816306,-0.29082847769507986
-0.28840056996870167,-0.28722783068272595
-0.2631245734076947,-0.3066667438368313
-0.2640650209474067,-0.30102677728466615
-0.29818362471026677,-0.32861244121721633
-0.16536421284700434,-0.20751352520892397
-0.27683783230915043,-0.27533343390076576
-0.18473337132328502,-0.22056246908109944
-0.5703836341419568,-0.5428643899480812
-0.2260724775881196,-0.23735537533260262
-0.4268898380175233,-0.4570914856585053
-0.177237660534059,-0.12358870341035072
-0.30252607963824024,-0.35273505113630865
-0.26836454099975526,-0.3035033605150723
-0.3437557851709425,-0.3712460211897269
-0.30214299220126123,-0.30630622619316755
-0.2824701405207937,-0.3140133683453314
-0.05579441834784423,-0.026940118055402612
-0.25939455786719917,-0.20516609635204078
-0.31569447757986685,-0.343536444446072
-0.3495029816310853,-0.3635005311686352
-0.15757611641466307,-0.19661363436530033
-0.5619211046211422,-0.5669883075488421
-0.6882065592892468,-0.702807135451585
-0.3227755273071428,-0.38057782699742043
-0.31656546629189203,-0.3519370977735768
-0.4473403676475088,-0.4461957267485559
-0.5471099443081766,-0.5897254702759286
-0.47048021979629995,-0.544982883821552
-0.30942793424474074,-0.35902628714141127
-0.32265546223459146,-0.3703954299989467
-0.349082122084219,-0.37878981392364947
-0.5432514045635859,-0.5479061744982997
-0.4586616610952963,-0.4676318414354076
-0.19802202914841474,-0.15546346643202316
-0.4530251001791718,-0.4373820258486861
-0.17903958940412848,-0.21038911869749427
-0.532102326421688,-0.5667533202548899
-0.40745086029792826,-0.3929065828099071
-0.32548622152593454,-0.33650237079205303
-0.37941400962571303,-0.4314021397839921
-0.02386371830633531,-0.00462587882221366
-0.3629017955786549,-0.4257872608465065
-0.7610313033972246,-0.7706776247515033
-0.4431767508201301,-0.4618125028271849
-0.5592983267549425,-0.6492784631174678
-0.4302682182084148,-0.4859687192307319
-0.18387789308908395,-0.12135578011899877
-0.018707733826401333,0.009030207557370886
-0.27321080108803775,-0.2685601087383111
-0.3056323600071482,-0.3347057320053379
-0.038210291766251125,-0.06302145507962753
-0.6152764251052092,-0.6176875613428031
-0.3932174052918951,-0.42458417869949094
-0.4642930048968022,-0.46230274193590354
-0.14815761951807266,-0.16142627742529536
-0.23947018682646254,-0.2627719017102694
-0.687021528215458,-0.6637618523463606
-0.2061604702565819,-0.2051177839882439
-0.10583626399282366,-0.10186342621105723
-0.3119862259256964,-0.3734213755062471
-0.29164100230671464,-0.33441595706002164
-0.7503050295341139,-0.7657531793027496
-0.22311966192830976,-0.2516086140317687
-0.3470269548411791,-0.4040645071902933
0.04704918778501451,0.07805030266676719
-0.2622479414920478,-0.26395391718891914
-0.5562310339510441,-0.5185911947081331
-0.40333714280898375,-0.40249689305589226
-0.1775738005619496,-0.19751206110736044
-0.34214976072000963,-0.3376703702410062
-0.37533366608122987,-0.4390961276879534
-0.3046233703972151,-0.27919756503911536
-0.1272753655576768,-0.09482128038614368
-0.21487385952534774,-0.2405049945957338
-0.32133596630766986,-0.3521183841081802
-0.18848905246394376,-0.23699881828002012
-0.3855830536286036,-0.44936938024902096
-0.24750880157575011,-0.15978954326128586
-0.3996259351292004,-0.4151883147455131
-0.339831467581292,-0.39103008626339336
-0.27589372601049644,-0.32156650577943463
-0.6375930022479346,-0.6768097242352087
-0.42655512888760616,-0.40782105876055236
-0.2004378030441391,-0.2187352729276366
-0.5040576992863013,-0.5467460386784903
-0.39384729899155596,-0.3839790383897101
-0.30124760678503665,-0.3088371151716759
-0.509883242296055,-0.5271958417616164
-0.21180881815031172,-0.20187438579431424
-0.49490301246444385,-0.4677149207890034
-0.35706397258133316,-0.3854821967643996
-0.6587934488927325,-0.6895819477240245
-0.5594958278102179,-0.5586587640130892
-0.3500583972549066,-0.3464050986066771
-0.43703735124940674,-0.44956916102964894
-0.3998146176493416,-0.43908625789297123
-0.38780905647882413,-0.39992321595568986
-0.38542735064945494,-0.42510886578975865
-0.04884999839356169,-0.07848740419993798
0.022097455991897733,0.03588217591828046
-0.3654300297268977,-0.45684384085587226
-0.3640972624113783,-0.3500923488747018
-0.3922401042515412,-0.418033316397729
-0.4133934935935152,-0.4510569880536059
-0.6675762267410755,-0.7060935837030411
-0.17639747339611253,-0.21829087402671576
-0.3510894787932436,-0.36589967214424785
-0.3168304088804871,-0.32843355809823455
-0.22596110563143157,-0.18450808822060935
-0.44334647883816314,-0.41569718934673194
-0.2714015221246518,-0.2684082539360194
-0.3399570359631131,-0.3075482344262612
-0.2549404299988722,-0.22235362919590745
-0.42296346694231035,-0.46248925138808167
-0.23901537923064703,-0.2466303052365159
-0.19819345843667785,-0.18313680633010032
-0.24118097457258653,-0.29678266419427624
-0.35432966839754954,-0.38743865355694046
-0.2805060852416015,-0.27884801119410746
-0.41529305625086027,-0.38929497099791965
-0.28192891445942225,-0.25111833759117874
0.015385232418775558,-0.01581597936009833
-0.29059511735104027,-0.29673229035242304
-0.1090891684878928,-0.10057346683189583
-0.2333952333467702,-0.21011731142100568
-0.39452931680406134,-0.4122943899349775
-0.3925302947188417,-0.39199048550489046
-0.47374857190065084,-0.46292709952996425
-0.1476290211523883,-0.13072314912918956
-0.17998238939171035,-0.2178572602729158
-0.299704450648278,-0.2957424078963231
-0.5829453848054011,-0.5958824459028741
-0.08274437032950421,-0.08073466572187803
-0.13733750045241322,-0.1364186673690953
-0.11640134192692737,-0.07147692553275799
0.05662450262966255,0.069564467658444
-0.3155468644698461,-0.27658214557605487
-0.4650332285215457,-0.5183034876997893
-0.07465756920088704,-0.06934577422177729
-0.45281233625486494,-0.4686471854507302
-0.6168805642674366,-0.6365756587303865
-0.3599107345317801,-0.41444340887479486
-0.4879038777955187,-0.5080887452198658
-0.10505058766051661,-0.13095510454460357
-0.22991068073625986,-0.22189048070538167
-0.4350993300291399,-0.44878178221095977
-0.04149074404810866,-0.031616532195281856
-0.10430380117148161,-0.11622223017950697
-0.22491143801870445,-0.2296196854574373
-0.2147329998012477,-0.22126010138497804
-0.17020353839111824,-0.18815911474754102
-0.6630290460462371,-0.6512306958436966
-0.14357763752806932,-0.1567352894782865
-0.3021354636472339,-0.32469570487582433
-0.3640332158220311,-0.42624574403317333
-0.4536042199470103,-0.48784453194898864
-0.14991442655523618,-0.14640026634791867
-0.6551280548237264,-0.6846079443053653
-0.0584805954930683,-0.02557657191568675
-0.17771251282965145,-0.18268460705837544
-0.3511471808810408,-0.38915990605329476
-0.12912891928416986,-0.1142915773729328
-0.28313126060257976,-0.3323744370206259
-0.27916702104732394,-0.21014007265873563
-0.4524265419288228,-0.42672211274039
-0.43595316939987244,-0.46007094663102177
-0.18052990743579964,-0.1135345329111442
-0.18749317317347353,-0.18888165512801303
-0.18358562453184277,-0.17685781457539027
-0.25501372741380085,-0.2557475959637668
-0.07528493184906741,-0.07339557911541003
-0.5666343907825648,-0.5942162543411056
-0.43147295849242556,-0.4183524095111837
-0.31544939316033077,-0.3594411076865314
-0.1601269080893447,-0.17916851901061212
-0.4445047090140482,-0.44470435968289773
-0.3062532211126139,-0.35299868854655264
-0.22814072583646824,-0.20408747040278588
-0.27584203032931937,-0.27666357036699385
-0.5411457707484563,-0.6214794272100456
-0.17230070576420986,-0.21848074885085225
-0.2258834512407581,-0.21745632733140763
-0.3272812462287645,-0.37228703480485514
-0.3300943416714047,-0.3565239065132725
-0.20976112011820078,-0.15839495115991062
-0.1104308218943576,-0.07747034449518347
-0.28525573494844136,-0.29720062803593467
-0.4921302001907801,-0.5498027716111392
-0.3075461016657452,-0.29671838976287596
-0.639089256443549,-0.6392526696011192
-0.3603581604012288,-0.3448311511114783
-0.2927077299170196,-0.29944369687504757
-0.5195483289783199,-0.5364816194260493
-0.3335389189918836,-0.313379513307785
-0.059301481312916925,-0.05367799411877058
-0.19128432310341548,-0.21002532671632557
-0.604546542900304,-0.6840757101013636
-0.40314943926719327,-0.3876816203041623
-0.1973365187117209,-0.20053380673945262
-0.4472603537514806,-0.42523559877028067
-0.205796791013175,-0.21149871347636992
-0.4723260343323151,-0.48776277460468315
-0.6004962950261931,-0.592128423761848
-0.22418318167018395,-0.2185750368796289
-0.15520287587617834,-0.12560731926273244
-0.21290155867114663,-0.23371094486676156
-0.6390712744028618,-0.6382532528337712
-0.12967313423442345,-0.09401698155522657
-0.4079758009221405,-0.44457675048460565
-0.5253457145579159,-0.5637382055663814
-0.17844430631957947,-0.19491221839174008
0.15242789061740042,0.1392852429364575
-0.5428385783390453,-0.5869386267289519
-0.334233031195278,-0.2897741459490499
-0.3632231645472348,-0.3533066917366038
-0.39000066827672225,-0.3689529063180089
-0.14386257199260097,-0.15325806760384392
-0.3074759559232431,-0.3463067003285202
-0.2718664738613491,-0.30138710016772774
-0.36082732369812826,-0.3872300370270386
-0.00685840362838159,0.005467166118323803
-0.24556117197343458,-0.2829359326593112
-0.604011586572354,-0.6074790325155481
-0.26828064253165695,-0.24525368538995584
-0.23641958168086907,-0.26682369570209025
-0.6418688787799328,-0.6755083614836136
-0.1114366175296406,-0.13741269472443188
-0.24073777792664866,-0.2695286523589554
-0.21247259336795346,-0.2197007359463411
-0.5622210779165229,-0.5350584748589123
-0.1726522758199523,-0.2086372798976178
-0.15886716516533245,-0.18711809594727433
-0.27705752472082773,-0.22321571696122797
-0.18075112442097938,-0.1730906342076681
-0.5006643036504587,-0.5156827910616993
-0.05955929333344102,-0.034416299651105264
-0.15590677589798968,-0.14616235088576407
-0.34269778423632186,-0.29089711675187574
-0.4537407422034691,-0.5195596578895735
-0.11042278147457789,-0.13916667346609757
-0.554405733961612,-0.5794988055775563
-0.24274577217176557,-0.27218563369397697
0.032048447895795106,0.002228152035968378
-0.1503902056037138,-0.16446836761315353
-0.4062489788288561,-0.37659713462072736
-0.16313908392563461,-0.19825298670776342
-0.24063140483379053,-0.26520346077547097
-0.44441444231352456,-0.4834321976142625
-0.25111369104590264,-0.22612462943186984
-0.13898163169855252,-0.1371534340591946
-0.10073401493330797,-0.10694808373082196
-0.10079198417719454,-0.11481412722806757
-0.27004316229916486,-0.26000519885642764
-0.14800677763686204,-0.1566699412589272
-0.433050136398524,-0.40775493727531287
-0.17816565271001308,-0.18882567875630532
-0.30256828166311606,-0.2923208942299243
-0.11246627094146486,-0.132119419570469
-0.024596304257477945,-0.01623666255356511
-0.2371474908106029,-0.24887861233476238
-0.25176612954276306,-0.3068800248702367
-0.16874210126542796,-0.18219287358224392
-0.3497112315691387,-0.3925703529183132
-0.6203615878755226,-0.5968148438089217
-0.37108106777848054,-0.3977718563688298
-0.11346554970989625,-0.1386094128084369
-0.6466289912816137,-0.6278175369215508
-0.2212552388086139,-0.21109415441266416
-0.2886964832075561,-0.3026334779286602
-0.4893555411758522,-0.5190719982679002
-0.06800986443394019,-0.06445649858835774
-0.30313532120548187,-0.27376868984700803
-0.5519701123485963,-0.6025475190909735
-0.27672457760510344,-0.3089533968514297
-0.5729481788868239,-0.571076080664061
-0.586035286129918,-0.576116403795313
-0.09929588516242802,-0.11140598160874408
-0.16240110121667384,-0.157298507677624
-0.43141970165617144,-0.4374742446700111
0.028804470262645432,0.029673595607940417
-0.15943603936660414,-0.1597871601973505
-0.2200530259179262,-0.21730305513483472
-0.33383763385470955,-0.34763100510133277
-0.4245553968815754,-0.42125242796338475
-0.2254728032151858,-0.20937513864637974
-0.41184484187203146,-0.406985839229698
-0.2932944170370077,-0.31839333659352026
-0.5884321479996045,-0.5842553282245838
-0.08143193751884004,-0.04731537170552959
-0.582837308117499,-0.579873955284711
-0.2424757317500189,-0.21039814018993638
-0.30504774413537233,-0.2995213569495051
-0.23403841737968226,-0.2097013072252351
-0.19321908162518714,-0.17887287211992467
-0.6741422185224171,-0.6841313326405362
-0.47592122685785093,-0.48337996096660696
-0.2754237008436273,-0.30805488739628345
-0.3969032093261679,-0.42580270949673527
-0.3046335559990257,-0.32382172501490764
-0.3163505716295913,-0.35267593410254144
-0.263535983391727,-0.2814785055529016
-0.2593832895780603,-0.30957582032734837
-0.3812842235403756,-0.37954078770553074
-0.37225178598271064,-0.4302496922908661
-0.29505731337703767,-0.2974569092465875
-0.1731639137553672,-0.1718136868746175
-0.3441317159651468,-0.32549170999632526
-0.2777499237563461,-0.2810954985379552
-0.44062475447154914,-0.4670469247600219
-0.16593198862858116,-0.18031505373461792
-0.4074331667274237,-0.4294559244733925
0.0423979515923808,0.04967506047803909
-0.3795963234330217,-0.381186734167859
-0.2817077784985304,-0.30187357132012643
-0.08145475785946474,-0.07167801178487328
-0.2712259977047021,-0.2776159077390912
-0.23930197359528393,-0.21727746706921608
-0.3492255696343879,-0.3231794781796634
-0.1998987743568917,-0.13236357460186507
-0.23138749651766072,-0.25714936294437696
-0.15565256405311326,-0.18028149748279249
-0.2778077374685866,-0.29082827154236535
-0.22376115340351438,-0.22462184913640765
-0.06068270895474901,-0.054358488663565366
-0.27621614857111126,-0.3193776135682128
-0.09126439587872785,-0.06152473010510827
-0.177764056394808,-0.2043506789986471
-0.16069073234296713,-0.17236315305305955
-0.1599478784482926,-0.16842547845716277
-0.3311932349779333,-0.34166048319467035
-0.16219555910831937,-0.18085122079976523
-0.15648466085394225,-0.16521818847279066
-0.16457946404504278,-0.11164524645583394
-0.3570916200242937,-0.35583657077125586
-0.2189657760139865,-0.2244260376090339
-0.5687741303925092,-0.5550060898207205
-0.45515940251760184,-0.4833747410293048
-0.01407303493625174,-0.005662934440964212
-0.4193929265812039,-0.41335815893874195
-0.16325732407082494,-0.16201614775985945
-0.5084121733515834,-0.5049818646317968
-0.27381329716028024,-0.2526310145331081
-0.1956936945184134,-0.20111770916342114
-0.35782376710199365,-0.3498141113750171
-0.3019187329305957,-0.39105935734231023
-0.49828663654314975,-0.4840911004762165
-0.33619069915264843,-0.3569061358649439
-0.23625979866522054,-0.2634847322044273
-0.2266314397220655,-0.20812880686096227
-0.23790695429158706,-0.2680547043517678
-0.3151364620278279,-0.33586386491389325
-0.2132160731063535,-0.24468370694531283
-0.28633576005852474,-0.2774419546111797
-0.5917492154209564,-0.5981143197106819
-0.16594030027898649,-0.16090825332095846
-0.21862118748016657,-0.27651512264972555
-0.20400932585587725,-0.22110721442149953
-0.3826072302553803,-0.360029412911778
-0.09090695782719801,-0.06274847814658036
-0.165787864063556,-0.13986499797475213
-0.15655507002724334,-0.1826973162420715
-0.22857667169688892,-0.24042269519161588
-0.3075432538675765,-0.33626189624425024
-0.13803181752174473,-0.1631006316266333
-0.40478554148847856,-0.46105550341055884
-0.4568585274741054,-0.5377873085578904
-0.3117947332933545,-0.3319904797306905
-0.4462307026733955,-0.4659023958304897
-0.18420355977645764,-0.18135883652061846
-0.19154235407399633,-0.201583347216947
-0.2376807407196611,-0.23831537374140074
-0.26180396738074097,-0.2323738343588775
-0.530190579451931,-0.5251245437919473
-0.18415130934522797,-0.1942227906640619
-0.2177602362128285,-0.2168792236064716
-0.22771527912157277,-0.2392768745481347
-0.4213723695037576,-0.47207216194229357
-0.3037841804558411,-0.3454193338712988
-0.37886012527781227,-0.37982591074736166
-0.42848402516916395,-0.40117181882883113
-0.2860169901823004,-0.2510055319638923
-0.1563447027086901,-0.13913675590224253
-0.29363002930457394,-0.31619917367895445
-0.46327872334048154,-0.4742723552820583
-0.3567722981392096,-0.34140157108476465
-0.33135907115104296,-0.3232755670463666
-0.309185057139645,-0.3330907121696509
-0.30234798649325967,-0.35039097632591926
-0.24455541003805895,-0.26658327138410337
-0.5690421547616521,-0.5842468414704005
-0.8236499611878146,-0.8443758773182829
-0.12126864723434361,-0.17404554383363574
-0.10022441927964489,-0.10981420395546593
-0.402664996990934,-0.4552471688281124
-0.35026814833438646,-0.3453655837175271
-0.07272883420499662,-0.09811403775898118
-0.23764338818378747,-0.24707053536811144
-0.1543237937653127,-0.17360197101545055
-0.33146614688914267,-0.3576340010606994
-0.10901434161428672,-0.12506512157463778
-0.17125947978813202,-0.1772270729538286
-0.3859830818170061,-0.3677802584025388
-0.17777216203821203,-0.14861487042314062
-0.38597769279809047,-0.3665612775333769
-0.5879274490382522,-0.5935362841080253
-0.3388344795575055,-0.38912014628993347
-0.20499924157202865,-0.2149838896902899
-0.2220856080794086,-0.2720392074653258
-0.15112979450728745,-0.11812910213552338
-0.212721670801014,-0.2041549315187149
-0.17217233687949676,-0.1936821746818411
-0.1664466714905575,-0.1094037449755706
-0.2877051914297044,-0.32875908902380613
-0.16746050475786128,-0.15744738491484894
-0.40388318308473875,-0.4218233337074829
-0.11680383374448866,-0.16070218845813847
-0.16940892811398953,-0.17681129596351336
-0.29012971895126005,-0.3047561390767805
-0.061236645202928534,-0.0682415377915216
-0.3994910582791393,-0.44558801621945654
-0.42241201671771705,-0.45818640664685517
-0.32288188592220346,-0.35980875335245704
-0.24520971766129757,-0.24516455672099255
-0.13412872896219294,-0.13832602931496998
-0.3015002284687944,-0.34122188698966055
-0.272335880404183,-0.2956621242709419
-0.30804654862731695,-0.26440327207713077
-0.10031106542718286,-0.0983001017733477
-0.1697565292722235,-0.11672914267440015
-0.6389026136013368,-0.6588184086048083
-0.111324606318182,-0.10121772006580916
-0.5319631780063112,-0.5085100816500684
-0.4048690275444339,-0.42358264401283424
-0.1719928266472804,-0.17939830539554047
0.027954546002244268,0.0630294733447954
-0.39192003845237194,-0.45129413491813464
-0.3309893255432447,-0.4142103903259461
-0.25338099014634885,-0.2855461760913022
-0.4097207963373512,-0.3987143960016935
-0.224236469186532,-0.2598903660449044
-0.37451499722277126,-0.3797926436224952
-0.16088939473964273,-0.1326517662211942
-0.30567253586370496,-0.37039039193419737
-0.15536390544536213,-0.17098346761117378
-0.12247413049607227,-0.09885583052431078
-0.16836489345645533,-0.18925011097395328
-0.5871243227583667,-0.6005920087313279
-0.18996271866063277,-0.22826040527860944
-0.22113445016477878,-0.23155452093303514
-0.3087821926595643,-0.32365407604568946
-0.17098532097724578,-0.1986048776406339
-0.4804343223012984,-0.5102810172069197
-0.13732309500492798,-0.15024681971486037
-0.39784707845188677,-0.4185934842005372
-0.41240292983750504,-0.4437116294587031
-0.5364152453032632,-0.565985460615096
-0.5719316049106419,-0.5787385041639209
-0.09309874274457494,-0.05984124213146667
-0.33433027763773376,-0.32752652940806004
-0.4934516758626948,-0.5197098990995437
-0.44534463035602434,-0.4548452264505128
-0.6010929656742762,-0.6300461793271824
-0.08475109999456132,-0.10733614687419807
-0.2544715800120806,-0.29435455349312784
-0.32978651944547893,-0.3573697897062326
-0.40727727132849395,-0.4099605154967867
-0.32963852616337436,-0.3479432414875676
-0.14406543527108928,-0.12302183613433347
-0.13907383121860525,-0.13420406345743685
-0.44566846321647363,-0.4741807763837278
-0.03308142673612262,-0.031230926612430873
-0.08504135239946967,-0.08925117495974215
-0.21670686915827295,-0.23592908618506045
-0.21723048929125072,-0.2127490571863018
-0.1902449735502402,-0.18949855919888553
-0.26703050144016743,-0.20869375758125291
-0.18892698981954406,-0.18423057246565197
-0.39924802888495226,-0.44708551914120714
-0.37438238189866146,-0.34146501146644975
-0.29040697259518006,-0.2861368948384188
-0.07783221763015415,-0.06814913228619844
-0.4172778633205841,-0.46085853648294384
-0.30311583972225586,-0.3306302318923796
-0.5180846863402985,-0.5474979554211798
-0.08735442101567363,-0.09107557562296278
-0.3798853137033681,-0.3661788672100132
-0.30906649481039494,-0.3297267575647371
0.025470998606955012,0.040463827535665284
-0.3274134768654282,-0.34454076775941456
-0.255436718329244,-0.26287897585425524
-0.6051273617024223,-0.5683975825474287
-0.3968331679422408,-0.3956408742741526
-0.3064169472572394,-0.2955872365362787
-0.14056377197615802,-0.1615272019933521
-0.2584867206417645,-0.2683683997485787
-0.23458894146218276,-0.2366238692224336
-0.18601183721795678,-0.18481372114891806
-0.5292066809535027,-0.5237531806963186
-0.40437523619582255,-0.38126758482928075
-0.18773155905422756,-0.21121678741648794
-0.2177184122117857,-0.24455532461210774
-0.1525284022744745,-0.15266197964549064
-0.3285874979011714,-0.3658786058301727
-0.234569236637714,-0.236970395349587
-0.3361262548652788,-0.3519909163013411
-0.2590228387589256,-0.25642716959274064
-0.4359675398375839,-0.4866852123181646
-0.3906367059688394,-0.3709803515633879
-0.2381797813034306,-0.29518580799611904
-0.06063647495194649,-0.06016622184979496
-0.26248954634182153,-0.26699973985465475
-0.20266123855952173,-0.2166725320345722
-0.24207847787067294,-0.24470534277303765
0.22915529802131157,0.21653587038939198
-0.37620973667129876,-0.3740386335924268
-0.38483190538361667,-0.3971388211522329
-0.20280632979779814,-0.19385423292871565
-0.23657302166102454,-0.26935178495865936
-0.21920948928687722,-0.24398272109683602
-0.49492273980596413,-0.5249854006369908
-0.42767027343623343,-0.41035246637339395
-0.16703129510822085,-0.1107444878135963
0.020085277687758207,0.0038127816282212735
-0.19253178025285403,-0.21343369252979755
-0.15468273493771753,-0.10379211704013869
0.11224079037395616,0.08083205093901294
-0.1649608982350522,-0.16517247827917647
-0.33116039611399173,-0.3127561349592482
-0.004478490435673545,0.02748010185149421
-0.45103843113407494,-0.4597293847279313
-0.3961568426899612,-0.3654094296290229
-0.19367174775960544,-0.168345734711426
-0.6664965799171477,-0.6857523897072921
-0.2824087475659326,-0.2750760587568705
-0.36585381244619686,-0.4219560292343764
-0.24575728890175622,-0.24143570615017476
-0.44041981127113106,-0.42405082444505143
-0.21734549161163158,-0.2103929235173079
-0.3822083104789878,-0.40086365429606907
-0.10461475252329061,-0.11503160826939468
-0.16058532332972392,-0.19475790880639882
-0.36399713379020493,-0.43123766128749896
-0.3357239279864977,-0.34415714266166714
-0.2999874807901991,-0.33386366310568216
-0.7383192432951182,-0.7341520990778615
