subgraph_size=2,subgraph_size=3
-0.30652126014232633,-0.4488271078467369
-0.22327189207077025,-0.3320532090465228
-0.3086031993230184,-0.4771682424346606
-0.23998310923576355,-0.3567564604679743
-0.5167897046605746,-0.5661354042092959
-0.21567330370346705,-0.2507155947883924
-0.04319314649949471,-0.11039575544496377
-0.2731892377510667,-0.28487202621996405
-0.3282764592766762,-0.46959393680095673
-0.3066299052039782,-0.48587514787912367
-0.4448422485589981,-0.5037347613275052
-0.3946601438522339,-0.4845717513561249
-0.4001594571272532,-0.552467293938001
-0.35890498330195747,-0.38105127265055977
-0.34024141177535056,-0.3983295890688896
-0.4137443761030833,-0.5359916004538536
-0.1635650194187959,-0.2815641211469968
-0.31343538214763006,-0.40392402162154517
-0.28044192676742874,-0.34933553834756215
-0.5946154287457466,-0.7166130197048187
-0.22254586160182954,-0.3610890407363574
-0.4176219734549522,-0.5425072685877482
-0.37645688354969026,-0.5017155017455419
-0.4069846644997597,-0.5453904670476913
-0.42906754155953725,-0.5834336696068446
-0.18941667725642522,-0.3449469148119291
-0.45177347511053084,-0.45593652000029883
-0.3283793611327807,-0.43705510477224985
-0.08914903819561004,-0.2284413580596447
-0.5808862981200218,-0.6663951242963473
-0.5425423339009285,-0.6286554815371831
-0.41537767032782236,-0.48674572984377545
-0.15320742279291152,-0.27497828657428425
-0.5750255514184633,-0.6250134023030599
-0.6875456255674363,-0.6371626687049866
-0.4027804736296336,-0.570032036503156
-0.35519963880379996,-0.432938477396965
-0.5280232761303584,-0.5990010995666186
-0.5948020394643148,-0.6632316611210505
-0.5327968808015188,-0.5671065045396487
-0.2830004695057869,-0.5518676667412122
-0.37433680007855097,-0.44313970615466436
-0.48591731121142706,-0.6059524657328924
-0.6547076815366745,-0.6452000174919764
-0.5347596815228463,-0.6346732104818026
-0.5061529088020325,-0.5936302368839582
-0.5483171352744103,-0.5641399338841439
-0.1016178826491038,-0.22099229166905085
-0.4898205435276031,-0.5334916524589062
-0.5218766353527705,-0.5114869360129038
-0.3176079585899909,-0.418587803542614
-0.42471272240082425,-0.5033452295263608
-0.0344826473792394,-0.083741466725866
-0.4003494781255722,-0.5213979909817378
-0.7639411011338234,-0.7347445643941561
-0.42867638170719147,-0.6241095472375552
-0.664943710565567,-0.731622591416041
-0.46788542717695236,-0.5859831282496453
-0.3284459434946378,-0.4130026101072629
-0.12042796537280083,-0.22729676514863967
-0.3564123366276423,-0.2526567123333613
-0.26017341315746306,-0.4021197333931923
0.04608176156878471,-0.08273472537597021
-0.6485698058207829,-0.5519275041421254
-0.2665247761209806,-0.6958036529024442
-0.48074082771937054,-0.48549964278936386
-0.29315042222539583,-0.41420270974437395
-0.3165512016415596,-0.4299557744463285
-0.6065244913101197,-0.5811936641732852
-0.2783574937780698,-0.42845684170722964
-0.15561282177766164,-0.3056671715776126
-0.3403622329235077,-0.4583791490395864
-0.3730982369184494,-0.4309394640723864
-0.7075081155697505,-0.7773414144913355
-0.278014717400074,-0.35416421433289846
-0.3373260165254275,-0.42345738848050435
-0.022358518689870835,-0.09363807424902916
-0.3290541129310926,-0.4305364568034808
-0.5149937909841538,-0.6753466935952505
-0.5365598966677984,-0.7080153615276019
-0.25384451061487195,-0.3233346366882324
-0.27413713981707893,-0.6075040845076243
-0.4103144770860672,-0.3526964204510053
-0.3714988443255425,-0.41444532881180446
-0.3936561184624831,-0.44639037271340687
-0.22535145958264668,-0.33443081825971605
-0.3607745429873466,-0.41139503379662834
-0.20293914541602134,-0.27621020985146366
-0.4494600260257721,-0.6126333860556284
-0.368919652501742,-0.5507977534333864
-0.5222387130061785,-0.6800299089153607
-0.3990418068567912,-0.3021466093013684
-0.3139676316579183,-0.496428683300813
-0.7178502360979716,-0.6286189263065656
-0.5437825949986775,-0.5130247699220976
-0.2971996902426084,-0.405535985827446
-0.5172803614040216,-0.6118356276055177
-0.3629852108160655,-0.29171123638749125
-0.4742601744333903,-0.5615033660332361
-0.4258264496922493,-0.48259053379297256
-0.44094029953082403,-0.5611995719869931
-0.45845785389343896,-0.5930682463447253
-0.415300738910834,-0.4495111279686292
-0.6866169500350953,-0.7312048768003782
-0.5715653734405836,-0.6303911377986272
-0.4239028605818749,-0.4482373011112213
-0.2415095763405164,-0.6065107740958532
-0.4400523273150126,-0.5295419003566106
-0.3997150926788648,-0.48203844139973323
-0.42316294570763907,-0.5433650004863739
0.11148112987478574,0.033471529334783555
-0.14148504614830018,-0.30201947132746376
-0.4310261388619741,-0.33061034202575684
-0.5782477765281995,-0.7223461171984673
-0.3089600396156311,-0.3853740624586741
-0.4755493327975273,-0.5868815147876739
-0.64165042390426,-0.6708256273468336
-0.15460968246062598,-0.2495821521182855
-0.3906284068028132,-0.40199129382769266
-0.3169864276051521,-0.3353795114159584
-0.2737563481926918,-0.40732519805431366
-0.4305218075712522,-0.41810355012615524
-0.342307439049085,-0.42394373794396717
-0.4275743671258291,-0.5197627418239912
-0.5261443297068278,-0.5904623538255691
-0.3865063433845838,-0.4811337085564931
-0.4683746977647146,-0.5365826721986134
-0.30882337788740793,-0.5153727566202482
-0.4125244791309039,-0.3943664855758349
-0.2829855619867643,-0.419046760002772
-0.26915501033266387,-0.4101426620284716
-0.4767068403959274,-0.5627327311038971
-0.46860042681296665,-0.5547299676140149
-0.061083024690548576,-0.09292768269777298
-0.2107679045200348,-0.41228366002440453
-0.10825543258960048,-0.1556088082989057
-0.36220002313454946,-0.4902050972978274
-0.4246222261091073,-0.5365236000219981
-0.4016637393832207,-0.4443521497646968
-0.4982684524854024,-0.4633054315050443
-0.17006311491131781,-0.3058071966469288
-0.1931225897371769,-0.28767413000265757
-0.2789857902129491,-0.38763407011826834
-0.5689475820461909,-0.6835620357592901
-0.16472833613554635,-0.3566722170511882
-0.1546875211596489,-0.21196058104435603
-0.47508453667163847,-0.5908818702896436
0.13792250896493594,0.008465560823678971
-0.2288814784089724,-0.14927233445147672
-0.5150665031870206,-0.20468289992461602
-0.06505658204356829,-0.13250779504577317
-0.5081222448746363,-0.6216077933708827
-0.6934755912423134,-0.7902894268433253
-0.41617072353760404,-0.5328793920079867
-0.504702352086703,-0.5360827855269115
-0.1905716788272063,-0.3924456770221392
-0.38466620455185574,-0.43914412558078764
-0.4874255203207334,-0.6941835427284241
-0.04580034809807936,-0.07883490505317847
-0.08079142957925796,-0.08007179250319799
-0.3242258818944295,-0.33615848650534946
-0.27974203854799273,-0.45115831355253855
-0.14140622491637866,-0.26737881158789
-0.7344718488057455,-0.7804522498448689
-0.17384584116439025,-0.2923457283278306
-0.35821465621391935,-0.4425884582599004
-0.42147248800843956,-0.49666159043709435
-0.499044884343942,-0.5905003087719282
-0.23396727979183196,-0.24901990085840225
-0.6902967204650243,-0.5465263525644938
-0.03885777736703555,-0.12434171582261722
-0.4157621144255002,-0.603414773841699
-0.42252180496851605,-0.48942168484131493
-0.047280529886484145,-0.39364050497611364
-0.2552530364195506,-0.42041672199964525
-0.6208906907836597,-0.6699635265270869
-0.42249530682961145,-0.5645157694816589
-0.41389344274997714,-0.5294290053844452
-0.46282070765892663,-0.46650498509407046
-0.16489482119679452,-0.2493207691113154
-0.30769833326339724,-0.4101084912816683
-0.43260131816069286,-0.5337164769570033
-0.04652920429905256,-0.08059199174245199
-0.57828303505977,-0.7005204355716705
-0.7182993811368942,-0.7246299080053965
-0.3032114321986834,-0.46580899685621263
-0.09550530726710955,-0.1988787519931793
-0.5324279974897702,-0.6069294000665347
-0.34309408128261565,-0.4687801214059194
-0.3737279045581818,-0.49781464179356893
-0.4287138308087985,-0.590385664900144
-0.6407142518957456,-0.774419967631499
-0.2046185724933942,-0.3275033074617386
-0.6489621434609095,-0.7214751676718394
-0.3839778259396553,-0.5230403159062068
-0.3783801217873891,-0.44803233213722704
-0.2561911010742188,-0.48967580248912174
-0.44840640475352606,-0.5660580843687057
-0.2724622423450152,-0.408625847697258
-0.5210480963190397,-0.6189299137393633
-0.3634124014774958,-0.42225971629222236
-0.6296294208367665,-0.5838381969432036
-0.5728210614124933,-0.6366167463858923
-0.5124973445137342,-0.66208353916804
-0.5166577649116516,-0.5963308058182398
-0.45165653864542643,-0.5533767531315485
-0.1549611390133699,-0.2058217882613341
-0.15568774496515592,-0.11528404761105776
-0.6908169274528821,-0.7099477582176527
-0.4693620232741038,-0.7296886059641838
-0.21843517472346624,-0.28731087883313494
-0.3241896215081215,-0.4337058051923911
-0.42442907760540644,-0.5073142399390539
-0.6825332105159759,-0.7779631135861079
-0.7039633269111315,-0.7205193818608919
-0.30830199778079986,-0.4851087596019109
-0.338811996281147,-0.4027977619568507
-0.18723806901524465,-0.20754459248234827
-0.6684874475995699,-0.5620323266585668
-0.43720250894625984,-0.41006504694620766
-0.5405326079701384,-0.5542404078692198
-0.5408535704016686,-0.6963864304622014
-0.20342843527595203,-0.3078586763640245
0.23008661676819125,0.21357835726812482
-0.547562001645565,-0.6195092645287513
-0.31991938630739847,-0.5001768040657043
-0.43892808983723325,-0.5576909660299619
-0.4478766466180483,-0.5558260887861252
-0.24721559340755145,-0.32592132449150085
-0.4107868115107218,-0.5772097064057986
-0.23908101479212443,-0.35352715452512107
-0.4174388549725215,-0.5513332165280977
-0.003246892442305883,-0.012635339026649792
-0.3212623591224352,-0.40362969021002454
-0.6733272702495257,-0.7039739023645719
-0.4158260013659795,-0.5152183736364047
-0.2078079190850258,-0.4575075778365135
-0.7181992399692535,-0.7361854666471481
-0.13122841705878577,-0.20183868045608203
-0.41526647766431174,-0.4997673272093137
-0.3147807432214419,-0.38124992966651916
-0.5924219831327597,-0.7427596724033356
-0.20795707762241364,-0.2870249183972677
-0.2888058304786682,-0.34319146513938903
-0.46305146714051565,-0.5525367875893911
-0.28519159394005933,-0.3838711237659057
-0.5472119494279226,-0.637305881579717
-0.16939217741290727,-0.27075024460752806
-0.13217600872119267,-0.19687469030419985
-0.46145429283380507,-0.5535144220789273
-0.4433646871646245,-0.6152497946222624
-0.10492654104639465,-0.12736498065292834
-0.5689274684588115,-0.5965518750747045
-0.1903566132982572,-0.32310468291242916
-0.1792033136387666,-0.12831317653258642
-0.15833499078949292,-0.24338888307412465
-0.469420950114727,-0.6016459451119105
-0.12868747512499493,-0.18596199383338294
-0.18378680629034838,-0.2925158981978893
-0.5811253807942073,-0.6797859650850296
-0.4216995447874069,-0.5407901720205943
-0.21471588045358658,-0.3069053994615873
-0.2158925351500511,-0.19164288555582365
-0.11096562216679255,-0.18080205718676248
-0.5035352013508478,-0.6253243910272916
-0.14445359294613203,-0.24715367088715234
-0.5327174138029417,-0.5651738538344702
-0.23113997409741083,-0.319019181728363
-0.39412944932778676,-0.5219159282247225
-0.11916754215955734,-0.21844235350688299
-0.0071693042665719985,-0.02034484602510929
-0.3816101294755936,-0.48832962493101756
-0.3015121499200662,-0.4265031921863556
-0.08397933721542358,-0.10718450501561165
-0.334150796631972,-0.32657718578974404
-0.6897839684287707,-0.6155582859180868
-0.4267894544204076,-0.5450632599989573
-0.05595445429285367,-0.19540306101242702
-0.7001177069544792,-0.763323323627313
-0.3823432332277298,-0.5356847955783208
-0.29185674538215,-0.40886039048433304
-0.5575926341613133,-0.522258307437102
-0.11258608758449555,-0.1590097685654958
-0.6005680781602859,-0.7159941138823828
-0.6053623206416766,-0.6309748272101084
-0.29428927548229694,-0.3896318611502647
-0.5667276382446289,-0.5561696246266365
-0.5443544649084409,-0.6465582421422005
-0.07544784565766652,-0.1095658741891384
-0.2269956227640311,-0.3189693404237429
-0.6331984366973241,-0.7607145127654076
0.048823997701207794,-0.021130837152401605
-0.2754164081811905,-0.33570277869701387
-0.3938974168896675,-0.47436189115047456
-0.37734717383980754,-0.4511286399761836
-0.5281362688541412,-0.6380852663516998
-0.33181358431776364,-0.4124226702253024
-0.4744217528899511,-0.40665433764457704
-0.2313321475684643,-0.337058655222257
-0.6117359485228856,-0.6509654009342194
-0.19052079935868582,-0.345373740196228
-0.5594338488578796,-0.6352253729104995
-0.456894943912824,-0.5525974316398302
-0.3971485977371534,-0.4669288197159767
-0.3070124945044517,-0.4350197505950928
-0.4051118766268094,-0.486114537914594
-0.6209316098690033,-0.6829379995663961
-0.48757718940575917,-0.5706986220677693
-0.3034998992085457,-0.4871849701801936
-0.454718820899725,-0.49583506713310876
-0.2983563373486201,-0.37217230985562005
-0.2272888762752215,-0.34654150108496345
-0.47798551817735035,-0.6488005076845487
-0.12206259449323019,-0.2123885480562846
-0.4655741122364998,-0.5343812573949496
-0.3516151883204778,-0.5596885678172111
-0.4206068914135297,-0.5087550745407741
-0.3861874979734421,-0.4972442524631818
-0.11928092112143834,-0.2690875714023908
-0.3937450894713402,-0.5339221764604251
-0.5419500839710235,-0.6701064217090607
-0.2066689338038365,-0.29080125361680986
-0.47861952215433123,-0.6276429497202237
-0.001953587606549263,-0.04242970198392868
-0.40601980368296303,-0.5560919564962387
-0.37698688089847565,-0.3903886674841245
-0.18841713388760883,-0.27201691855986915
-0.4756523707509041,-0.542751404941082
-0.302635625898838,-0.4905980556209882
-0.31223791008194285,-0.3939135767022769
-0.3814263973633448,-0.4164995349446933
-0.3769656405846278,-0.502970910569032
-0.0746977877120177,-0.1329610632856687
-0.19746218010783195,-0.4447268697619438
-0.28443016012509664,-0.33717639828721685
-0.10432198127110799,-0.16283095270395279
-0.2556323806444804,-0.24156698693831763
-0.2692295032242934,-0.39540880074103674
-0.1882887767876188,-0.30552357082565623
-0.2497679540514946,-0.37481897622346877
-0.22674723356962204,-0.37732630829016367
-0.4585539878408114,-0.6268828054269154
-0.1304859293003877,-0.23844566822052002
-0.1612225746611754,-0.2949411095182101
-0.28783799449602765,-0.4107045120000839
-0.26853085617224376,-0.31013753950595857
-0.3206577835480372,-0.40742434789737064
-0.6274750857551893,-0.6280313826600711
-0.48961392402648923,-0.5022188423077265
-0.03863794724146525,-0.15189502418041229
-0.6416719883680344,-0.6072553571561973
-0.34125036537647246,-0.3942654970288277
-0.6030675641695659,-0.5624539658427239
-0.34074211031198504,-0.5462433217962583
-0.3521327758828799,-0.4507598795493444
-0.48116304288307826,-0.5894189351797103
-0.36619401842355725,-0.2920018494625886
-0.7869331619143486,-0.8136860626935959
-0.4030224996805191,-0.4892766226331393
-0.1432632340490818,-0.393776533305645
-0.4574373599886894,-0.49585998088121414
-0.2910324692726135,-0.43377919326225917
-0.40086575190226237,-0.33126981164018315
-0.23016724194089572,-0.30415844430526096
-0.27159627377986906,-0.5148476841052373
-0.6002827402949333,-0.6927864218751589
-0.2340018343925476,-0.24011867880821228
-0.17084564159313836,-0.257957602639993
-0.29186259667078657,-0.41079117079575855
-0.6440492203831673,-0.7257030194997788
-0.18435248449444772,-0.16973675866921742
-0.19092334171136222,-0.47388056536515555
-0.2034466278553009,-0.27970514208078384
-0.17117585599422455,-0.322753454943498
-0.2931994361678759,-0.3410573417941729
-0.1368112585445245,-0.2662997723619143
-0.33686343292395277,-0.6022636722524961
-0.4964783937732379,-0.44129289969801905
-0.36462231814861296,-0.3536251513659954
-0.4939598320921262,-0.5265045469999313
-0.1578595293313265,-0.21021587843696277
-0.43636444479227066,-0.5651372023423513
-0.3419747770826022,-0.36371880158782005
-0.2571878539522489,-0.3906523589293162
-0.5997768849134445,-0.5940365236997605
-0.3614593369762103,-0.4861080305775007
-0.3559160156051318,-0.29337008446455004
-0.26140669504801434,-0.3157452189922333
-0.45037959665060046,-0.5413948357105255
-0.38135348190863927,-0.476122541030248
-0.47355541278918584,-0.5620558759570122
-0.569870198170344,-0.592520976960659
-0.3505808247625828,-0.4976452761888504
-0.2537205475568771,-0.3973038636644681
-0.2747334256768227,-0.18090757393588622
-0.6151690074801445,-0.664536818365256
-0.4364765538771947,-0.5293456917007764
-0.41337607651948927,-0.5458208509286244
-0.40384813288847604,-0.5667202424009641
-0.30685873081286746,-0.5359534558653831
-0.32073834106326105,-0.36170646011829377
-0.6162150372068087,-0.5973130162556967
-0.7769341765840848,-0.8811964273452759
-0.11581264431277911,-0.3763030700882276
-0.09360958923896154,-0.05188876882195473
-0.34418527414401373,-0.4778826654950778
-0.28512153655290606,-0.2343228417634964
-0.12997172883401314,-0.13365350430210432
-0.241228665659825,-0.3706701324383418
-0.11882883002360661,-0.23297515134016672
-0.30794516066710154,-0.3986756154894829
-0.24102166920900345,-0.23105550050735474
-0.32893831411997476,-0.3740848941604296
-0.5718450656533242,-0.4729709719121456
-0.609791334370772,-0.6631834639112154
-0.44770651549100876,-0.590218931833903
-0.6452018474539121,-0.6239197617769241
-0.29070994645357134,-0.43256556312243144
-0.28608460014065107,-0.4814657864967982
-0.24470785816510518,-0.459165705939134
-0.4778612657388051,-0.5373680644234021
-0.4241725692152977,-0.4724481483300527
-0.18061163857579232,-0.21026208599408466
-0.5239123727877935,-0.6368939900398254
-0.33776827683051425,-0.37211548020442325
-0.3459815315405528,-0.46238921721776327
-0.372770653963089,-0.3267049163579941
-0.13078464478254317,-0.34493171324332556
-0.30249044954776766,-0.4214623431364695
-0.3078391534090042,-0.45923199504613876
-0.07530488695949317,-0.14859431034574905
-0.4073598897457123,-0.3913784472147624
-0.4475934857626756,-0.570680717031161
-0.3288936404387156,-0.49631947408119836
-0.27517505377531054,-0.3016827725370725
-0.1443630244831244,-0.21253820806741713
-0.27341673349340756,-0.33929576153556507
-0.2892956962188085,-0.33798866500457125
-0.2747471778591474,-0.4390221098065376
-0.024577207441131274,-0.12465574085712433
-0.2760608848929405,-0.5328747942050298
-0.6828984743356705,-0.7316447661320369
-0.26980049803853035,-0.39129875173171363
-0.5838612672686577,-0.5732968060175577
-0.37413808196783066,-0.4581350768605868
-0.21869570543368658,-0.20474734723567964
0.07235608945290248,-0.031023328055938083
-0.41268531064192454,-0.5286520436406136
-0.33659156223138176,-0.6770383632183075
-0.3350636184215546,-0.4693096806605657
-0.42708661993344627,-0.5501091715693474
-0.20923999766508738,-0.4646732947230339
-0.42638116468985876,-0.3999660123884678
-0.21663576861222586,-0.22819796189665795
-0.33771782567103703,-0.4834557483593623
-0.15226771389444668,-0.24988339841365814
-0.2417851925889651,-0.3103758270541827
-0.20559398313363395,-0.1428865516682466
-0.6494948889811833,-0.6858174999554952
-0.15166753605008126,-0.26370487188299496
-0.3046739254395167,-0.3670032729705175
-0.3266236795981725,-0.39729987919330595
-0.24185086344679196,-0.2500278416772683
-0.4270350451270739,-0.5570610744754473
-0.14869386474291482,-0.2960205427805583
-0.5253756536046664,-0.614082455833753
-0.49410301526387534,-0.6388497744003931
-0.4535881357391675,-0.5264070441325506
-0.5863468565543493,-0.654937078555425
-0.40793257544438044,-0.46768072148164114
-0.4314480922619502,-0.5748228468497594
-0.6706552257140478,-0.7286333691080411
-0.6419484028220177,-0.7363242425521215
-0.5794077577193578,-0.6361481097340583
-0.17269276986519497,-0.24202002296845118
-0.4316051562627157,-0.5371426058808962
-0.33761534045139946,-0.45450474371512734
-0.45361889004707334,-0.4207046482960383
-0.3891831327478091,-0.5738132452964783
-0.17280242433150608,-0.4026843946178754
-0.2027648284037908,-0.21769284576177597
-0.47240420351425805,-0.46613141973813377
-0.1271367172896862,-0.18681258618831634
-0.058157737279931704,-0.10895252699653307
-0.23916492909193038,-0.20385621815919877
-0.2597492672006289,-0.4304369620482127
-0.3552650393048922,-0.29242013464371364
-0.5516571984688441,-0.617329250673453
-0.3669208592176437,-0.37410516262054444
-0.4692415228486061,-0.5738244619965553
-0.5692856022715569,-0.6416555940111478
-0.5911406038204828,-0.6695698250333468
-0.027904222309589385,-0.102004015147686
-0.3915691407521566,-0.4807318982481956
-0.35216194363931813,-0.5061767640709877
-0.5964115233222643,-0.5946563068032265
-0.054777916632592676,-0.13282689647128185
-0.31845717201630275,-0.36929514616727827
-0.2830797052383423,-0.42745757311582566
0.009123613933722179,-0.0070422522413233915
-0.3763686046997706,-0.5064420102039973
-0.31223532661795617,-0.3088207524021467
-0.7127404642105103,-0.6121740906437239
-0.45344047516584396,-0.5300151750445365
-0.3185626876354217,-0.2830690066019694
-0.1514771005511284,-0.22891880889733632
-0.37237514863411586,-0.5012145031491916
-0.33091544861594835,-0.4060103562474251
-0.17302638351917266,-0.3568954086303711
-0.6406193113327027,-0.7498243191838264
-0.33594278087218604,-0.5278317988912264
-0.16946191544334094,-0.4024439326922099
-0.24618315373857816,-0.450694863597552
-0.29785869575105606,-0.33950565606666105
-0.355329207777977,-0.4336656401554743
-0.3591049084067345,-0.4486387422680855
-0.4476755245526632,-0.5964473432302475
-0.3534876037637393,-0.4062074535091718
-0.3960919696092606,-0.482685183485349
-0.3814313501119614,-0.3382971096038818
-0.2178696089486281,-0.24402087832490604
-0.07365266961356004,-0.14815451261897883
-0.35707663069168727,-0.3713550770282745
-0.26991540268063546,-0.34743388955791793
-0.3796144072214762,-0.3515162321925163
-0.0058564296364784245,-0.14961875100930533
-0.5141198001305263,-0.5361810211340586
-0.3422830608487129,-0.4914412979284922
-0.2522149110833804,-0.38469295064608255
-0.22625675429900488,-0.22726644456386566
-0.3792679640650749,-0.3668983080238104
-0.5228534440199534,-0.6420985209941864
-0.4699172814687093,-0.5848492002487182
-0.2906871029734612,-0.4022067692875862
-0.1434893742700418,-0.25850937475760777
-0.3554334899783134,-0.3420583110054334
-0.28493657022714614,-0.20358819355567295
0.16291041287283103,0.18355189996461074
-0.2875311609109243,-0.32630140175422034
-0.37888293524583183,-0.5445793107151985
-0.03983483706911405,-0.18281304995218914
-0.45556078424056373,-0.5226342980066935
-0.6531108418107032,-0.7629807091752688
-0.4369185551007589,-0.559823138465484
-0.7161344131827354,-0.6956338596343994
-0.5100641170144081,-0.612868717511495
-0.38986513872941336,-0.5216412962476412
-0.298067079881827,-0.4052995021144549
-0.5537646887699763,-0.5386574745178223
-0.3808291760087013,-0.4177727545301119
-0.39308815479278564,-0.4441705120603244
-0.06152035926779111,-0.1513080293436845
-0.25105653554201124,-0.34111182699600856
-0.349826150337855,-0.4149674027164777
-0.3169027685125669,-0.4849128333727519
-0.27872734288374584,-0.444680217007796
-0.7299230712652206,-0.8367504010597865
-0.4155521631240845,-0.4849318622549375
-0.38509943678975106,-0.4899331274131934
