subgraph_size=2,subgraph_size=3,subgraph_size=4,subgraph_size=5
-0.6797181002298991,-0.7847564521431923,-0.6705807123581569,-0.8290352769692739
-0.4826122802495956,-0.6368184364835421,-0.7279476269086202,-0.6398799700041612
-0.6658535664280255,-0.6935367201765378,-0.6516751358906429,-0.6585464905699094
-0.4665303806960583,-0.521773402641217,-0.5436183113853137,-0.5671376224358876
-0.4541524821023146,-0.6323393352826436,-0.6749622572461764,-0.6673697612682978
-0.7911525880297025,-0.8201238297422727,-0.8454831631978353,-0.8407465054591496
-0.6121631069978078,-0.7244021903475125,-0.8063981531063715,-0.7909090461333593
-0.6040836671988169,-0.7255164073904355,-0.8092282680670421,-0.7856453359127045
-0.4311419540643692,-0.7184029799699784,-0.7439964905381202,-0.7361638448635737
-0.6950339681903521,-0.7193842139840126,-0.7815505869189898,-0.7907822194695473
-0.6640658511718114,-0.7343512514233589,-0.7769793910781543,-0.7687588974833488
-0.7170178160071373,-0.7853055908282598,-0.8132931651671728,-0.8303621464967728
-0.42065323412418365,-0.6446072573463122,-0.642138751645883,-0.6805721873044968
-0.5685433210929235,-0.7007763348023097,-0.7640520668029785,-0.8022017637888591
-0.7475484694043796,-0.7939825561642647,-0.8271277737617493,-0.8276738439003627
-0.3897222073872884,-0.7285590663552284,-0.7362760006388028,-0.7694087317585945
-0.7102986787259579,-0.8709231130282085,-0.885808325111866,-0.8917136867841085
-0.6311150017380714,-0.6666010915239652,-0.7345023425420125,-0.7592547949155172
-0.49293982684612275,-0.5553164105117321,-0.5690813781321049,-0.6228029628594717
-0.48554134617249173,-0.6453539600968361,-0.604786636531353,-0.6686892048517863
-0.5675218704342843,-0.6539658439159394,-0.7178079828619957,-0.7018789641062418
-0.5644158943494161,-0.7020450183749198,-0.6862200716137886,-0.7182434343298276
-0.6495712424317995,-0.7802056396007537,-0.7842802541454633,-0.793205598394076
-0.7460227674990892,-0.7660684601465861,-0.7708344727754592,-0.8027812285224597
-0.6621589213609695,-0.7184796516100566,-0.7041643478473028,-0.739543576836586
-0.3949213871359825,-0.5685391804824272,-0.6397733383874098,-0.6709136031071345
-0.6747278832395871,-0.7942910865942637,-0.8498964147766431,-0.8437952703237533
-0.2604417005678018,-0.5046022660533587,-0.49434601346651713,-0.5907552081346512
-0.63941179951032,-0.7118770841757457,-0.7436414307355881,-0.675961810896794
-0.34503712217013044,-0.5278982238968214,-0.6099159998695055,-0.56229216893514
-0.7627795234322547,-0.7174591145912806,-0.8681074593464534,-0.8858271284898123
-0.5457373106479645,-0.6913858657081922,-0.7116042793790499,-0.7462325816353162
-0.6435838489731153,-0.7331808269023895,-0.7704995785156886,-0.7669039778908093
-0.6165996690591177,-0.7286753155787786,-0.7097123244901499,-0.6692947715272506
-0.6904694627722104,-0.7167973455786705,-0.7075194399555524,-0.7227436584234238
-0.5415303535262743,-0.5837561230858167,-0.625223015844822,-0.6813854506611824
-0.6769106104969979,-0.7287245950102806,-0.7294098511338234,-0.7488500073552131
-0.7411521962285041,-0.7795339540640513,-0.8031022697687149,-0.8065703304608663
-0.5971371931831042,-0.6446783020099004,-0.6428829746445021,-0.582486510972182
-0.7296840399503708,-0.8476029578844706,-0.9086049668987592,-0.9270257266362508
-0.4841358835498492,-0.6508400480945905,-0.700440281033516,-0.7682684326171875
-0.7804994965593021,-0.7222357727090518,-0.7552611150344213,-0.7961448294917742
-0.5805501650770505,-0.7045512590805689,-0.8602485460042953,-0.7604809709638357
-0.5049817622701327,-0.6793888220191002,-0.5712841539581617,-0.5653650525212288
-0.4055300588409106,-0.5983005249500275,-0.6270310257871946,-0.6789799549182256
-0.7855287561813991,-0.9446731211741766,-0.9458300640185674,-0.9638405287265778
-0.43559540728727975,-0.5672201504309972,-0.6230864452322324,-0.5924757623672485
-0.4488491309682528,-0.583001968562603,-0.6423300885160764,-0.6429096693793933
-0.6819554369648297,-0.730361233552297,-0.8009215950965881,-0.8173939256866773
-0.7422973665595055,-0.7400649796923001,-0.7912962505221367,-0.8044636915127437
-0.5347813208897908,-0.6654443452755611,-0.6301431864500046,-0.6489145443836848
-0.4288303947945436,-0.534399523139,-0.5217245252927144,-0.578364583949248
-0.4721953821182251,-0.6758333098888397,-0.6988438544670741,-0.7270552781224251
-0.5372737317283949,-0.5820250783363978,-0.6121651280919711,-0.6098272750775019
-0.555904305378596,-0.6875979894399643,-0.7000360351800918,-0.7278653777639071
-0.43502301995952924,-0.583109886944294,-0.5163916621853908,-0.578135571355621
-0.571675684551398,-0.6974574876825015,-0.7316662435730298,-0.7280653989315033
-0.5803752570226789,-0.66031669712315,-0.682450324172775,-0.6861132730046908
-0.7875586022933324,-0.8685765060782432,-0.7071272432307403,-0.38055559262633326
-0.7738851314783096,-0.8412332600355148,-0.8547736990451813,-0.8486162320772807
-0.47026301883903215,-0.5850438850698992,-0.5294066852579514,-0.5817909686267376
-0.80721732934316,-0.8165117869774501,-0.7916275869806607,-0.7610538135965665
-0.6320024516185124,-0.7979495894908905,-0.7626584056019783,-0.8343367117643357
-0.4268658814827601,-0.5207577363153298,-0.564124413728714,-0.5414977522691091
-0.40870014508565267,-0.512949691414833,-0.6060246937473615,-0.6801372107863426
-0.42718530058860776,-0.5649977719783783,-0.6157894483208657,-0.6129934680461884
-0.5984084929029146,-0.6546999135613442,-0.7691476591428121,-0.7674572089314461
-0.5237158480286598,-0.6767575779557228,-0.5800936494270961,-0.511815085808436
-0.6817429925998052,-0.7420307519038518,-0.7171041026711464,-0.7136373512943586
-0.5152446320652961,-0.5836602435509364,-0.4476771767437458,-0.6030476598938306
-0.36004992201924324,-0.44756850292285283,-0.4737174531444907,-0.48455637191732726
-0.8063267028331756,-0.8227929695447286,-0.8666817889610926,-0.8630817860364914
-0.6429394696156184,-0.7481526232759158,-0.7978030380606651,-0.8080532599488894
-0.6743143418431282,-0.7530551236867905,-0.7678575137257576,-0.7326025754213333
-0.6714455656210582,-0.7779493776957194,-0.8206350728869438,-0.8610881024599075
-0.5669986586769422,-0.73871724208196,-0.7491510426998138,-0.7944171148538589
-0.4205965358018875,-0.6523902024825414,-0.7210143452882767,-0.7253457834323247
-0.504472374667724,-0.6231089925765991,-0.6268340798219045,-0.6061538191636403
-0.7058810900648435,-0.8127455092469851,-0.8752144731084506,-0.8103098990768194
-0.44841057181358335,-0.4437858462333679,-0.5780125267306964,-0.5602845269441604
-0.7561068333188693,-0.8305075834194819,-0.842220182021459,-0.8437750075260798
-0.29690120826164884,-0.4923715839534998,-0.4197351283083359,-0.5289485822121303
-0.6554963116844496,-0.7484037547310194,-0.7249961224198341,-0.736808485587438
-0.5213884658614795,-0.6067753239472707,-0.5511671826243401,-0.6312227927645048
-0.5020241149763266,-0.6448087047537168,-0.6309071628252665,-0.7095383134484291
-0.30824198260903357,-0.4308056265115738,-0.2785177206931015,-0.3265803737643485
-0.6430762058496475,-0.706557269791762,-0.7370666667819024,-0.7631844079494476
-0.45148989150921504,-0.6107696816325188,-0.7143379273017247,-0.726191652516524
-0.7094457574685414,-0.7189537988106409,-0.7601263472437858,-0.7602460598945617
-0.5908176486690839,-0.7466986297567686,-0.7719657839337984,-0.8372512951493263
-0.5388115327556928,-0.7223793319861094,-0.7533997157216072,-0.7751461311181387
-0.5075525479515394,-0.6144469678401947,-0.6149082738161087,-0.7047704833745957
-0.6291369968652725,-0.685514827867349,-0.7432000368833542,-0.7211155999700228
-0.27285799408952394,-0.3678578059375286,-0.4975517052412033,-0.46337085286310564
-0.4484868934750557,-0.5957807411750158,-0.6619139341513316,-0.6616140133142472
-0.480443840722243,-0.7135907743374507,-0.7170840499798457,-0.7369790369272232
-0.7263275875647863,-0.7116279243926207,-0.8067574944098791,-0.7988477870821953
-0.40081523473064107,-0.39897947274148465,-0.5582541143894195,-0.544760771493117
-0.5104864630103111,-0.5501016886035601,-0.6315182824929555,-0.5477667957544327
-0.5861112672587235,-0.782765028377374,-0.7778917141755421,-0.7860218301415444
-0.6187427619099617,-0.7455046185851097,-0.6788918113708496,-0.7720656022429466
-0.5747753029068311,-0.7088760731617609,-0.7429132036368052,-0.7181326250235239
-0.3446294168631236,-0.4080718792974949,-0.5937499820192655,-0.5367520214617252
-0.6791631536682446,-0.7347789047161738,-0.716322848101457,-0.6926580684383711
-0.4675032837688923,-0.6377451485395431,-0.6495293309291204,-0.6649783962965011
-0.4147233905394872,-0.5827440231045087,-0.6703158323963483,-0.6666214087605477
-0.28519673491517705,-0.5096243781844775,-0.5672152453660965,-0.6183970040082931
-0.37772100905577344,-0.6058837873240311,-0.6111371383816003,-0.6566562694311142
-0.5722859902431567,-0.7322533801198006,-0.76844690233469,-0.8134582962592443
-0.42755662123362226,-0.6685746816794077,-0.7422558333476384,-0.7280421825746696
-0.7862779824932417,-0.8341165301203728,-0.8365894488493602,-0.8620458853244781
-0.6655919822057088,-0.7592809889713923,-0.7842034698526065,-0.7926564441124598
-0.6699213925004005,-0.7770038353403409,-0.8141411775350571,-0.7904171217481295
-0.6204944622516632,-0.6908748435974121,-0.6944714181621869,-0.7393253871798515
-0.18318273761930565,-0.18523372208078703,-0.27578577876091004,-0.16625491318603355
-0.6018812375267347,-0.7241177063186963,-0.7878394043445587,-0.7887067822615306
-0.6270111699899038,-0.7194857433438301,-0.718276839653651,-0.6672697391112645
-0.5555247736970583,-0.7009251989920934,-0.7410108384490013,-0.7796933529774348
-0.6394854176044464,-0.5481601011753082,-0.6237066996097564,-0.5516021300355594
-0.6246162419517834,-0.8054242031772931,-0.8443969291448593,-0.8988495367765427
-0.6191384376088778,-0.7171119715770086,-0.7803335516651472,-0.8182131546735764
-0.49372691055138906,-0.7209793480237325,-0.6927412312229474,-0.746894308924675
-0.38098967880010604,-0.599075905183951,-0.6427896347641945,-0.6701030262311299
-0.6117590832710266,-0.6102364551027616,-0.6380458344022433,-0.5856246817111969
-0.6094164536396662,-0.7127516670028369,-0.7476750775178274,-0.7268699077765147
-0.7900525178511938,-0.8079921342929204,-0.84862582107385,-0.8589938364426295
-0.6538341382145881,-0.7409642954667409,-0.7751536317666372,-0.7849677456418673
-0.12883607337872188,-0.5123015065987905,-0.6308518202106158,-0.6469848705331485
-0.45093473012248675,-0.5525406045715014,-0.5937084975838661,-0.580420881062746
-0.625244675775369,-0.763838737308979,-0.7990279399355252,-0.7689672801891962
-0.7280511342485746,-0.7837786693374316,-0.7797304361065229,-0.7824058596293132
-0.49070672869682314,-0.6566662001609802,-0.7012977657715479,-0.7217842014630635
-0.6638685244321824,-0.7252999214331309,-0.7807442279656728,-0.8000990259647369
-0.44725447744131086,-0.6233084575335185,-0.6127220086256663,-0.6316507991154988
-0.7841729733347893,-0.7989903862277666,-0.8308902292450269,-0.8470780994494757
-0.5367477138837179,-0.6577654229601224,-0.6433798252542814,-0.5198872760931651
-0.4541714572906494,-0.6127483482162158,-0.6513781483968099,-0.6383947015802065
-0.37586910466353096,-0.6586371913552285,-0.7028445263703664,-0.7554973805944125
-0.6717041638493538,-0.6930924052000046,-0.6898608017961184,-0.7047907932599385
-0.6009416887288292,-0.5593449772630508,-0.6536768282515307,-0.5923855081076423
-0.38372729063034056,-0.5370756069819133,-0.597970523138841,-0.6601659163832665
-0.5019275970508655,-0.6065569950640202,-0.6465068676074346,-0.6457982689638933
-0.342561059097449,-0.6194575277964274,-0.7405898171663284,-0.732352795402209
-0.65142939666907,-0.7852593086163203,-0.7738811233639717,-0.8444740990797679
-0.6963119020064672,-0.7240853329499563,-0.7416217039028804,-0.761567372083664
-0.20459304722205465,-0.30883455658952397,-0.3160674365609884,-0.5455445119148741
-0.47687388161818184,-0.6423539027571679,-0.6419370786348979,-0.7333633514245351
-0.6895758253335953,-0.8103613754113516,-0.8255027748147646,-0.8519736517469089
-0.3978085717558861,-0.5509795217712721,-0.5902819946408272,-0.636249592701594
-0.6267493811994791,-0.7078034546474615,-0.7779495881001155,-0.7676844404141108
-0.5308107036352158,-0.6525521020094553,-0.756266363064448,-0.7543860081831614
-0.716650796532631,-0.7205675739049912,-0.6492383002241453,-0.6052369285623233
-0.4306110738714536,-0.6964676400025686,-0.743949432472388,-0.7695444752772649
-0.6863740552465121,-0.7194891725977262,-0.8056317843000094,-0.8164579582214355
-0.6263456074396769,-0.692443044980367,-0.7263511990507444,-0.7793754330774149
-0.6004934244354566,-0.6803157609701157,-0.7126870591441791,-0.7221020157138507
-0.6837030736605326,-0.770529003640016,-0.8428244105974834,-0.7235492288321257
-0.7471016259988149,-0.9209409232934316,-0.9373742453257243,-0.956441408097744
-0.4562936412294706,-0.4756428365409374,-0.5252179851134618,-0.5004460153977076
-0.28870451281468074,-0.5709880355993907,-0.7435707908868789,-0.6592202510436376
-0.5590546654661497,-0.6110102402418852,-0.6731981264551481,-0.6475698337952296
-0.28191592574119567,-0.47522622972726825,-0.5530658571918805,-0.602670216759046
-0.763763024310271,-0.7495719606677691,-0.7364182403683662,-0.7680339392026265
-0.21952053035298982,-0.4380438011884689,-0.4649365508556366,-0.5729856852690379
-0.6490874687830607,-0.8141939307252566,-0.8329188193877538,-0.8027797289192676
-0.4778849016626676,-0.6436699365576108,-0.6384040194749833,-0.6268157438685497
-0.333128083050251,-0.5986278949181238,-0.6700306991736095,-0.72638312180837
-0.4899968948463599,-0.5714818039536476,-0.6545790497461955,-0.727279317677021
-0.7263546388347943,-0.7899776106079419,-0.8273469297091166,-0.8664169160525004
-0.4011999385555585,-0.4672417778770129,-0.5621659382681052,-0.5098305133481821
-0.6661809704701106,-0.717179436882337,-0.7507408972581228,-0.7732917179663976
-0.5441032927234968,-0.642307335237662,-0.7355330369373163,-0.6440573150726656
-0.186694801201423,-0.4027278673152129,-0.45875496278206507,-0.45956938763459526
-0.6585928398370743,-0.7518525981903076,-0.7650265102585156,-0.7386548695961634
-0.543025713711977,-0.6970132530728976,-0.7356464796264967,-0.7819664433598519
-0.6544920687874158,-0.705391929447651,-0.7662833201885223,-0.7559276439746221
-0.6038662694891294,-0.7178760749101639,-0.7806362727284432,-0.791473351965348
-0.2851110948622227,-0.4058756632109483,-0.4472473429640134,-0.5435144486029942
-0.7666463848948478,-0.7894999503095945,-0.8491480181614558,-0.8512902714808782
-0.48590553546945253,-0.6708780990044276,-0.7282212684551875,-0.7794307738542556
-0.44861369878053664,-0.6103350748618444,-0.6764177390933037,-0.7023934091130892
-0.2726504817605019,-0.6450882097085316,-0.5911015121142069,-0.6724675910671553
-0.4061276063323021,-0.6760234994689623,-0.7673300355672836,-0.7750221368670464
-0.6557277808586757,-0.6820118762056033,-0.6926478155454,-0.7210352906584739
-0.8058169077833494,-0.8925449649492899,-0.9072997562090556,-0.9106575832764308
-0.4955524211128553,-0.627551618417104,-0.6475141208370526,-0.6242369631926219
-0.502322915494442,-0.5913886509339015,-0.6460271249214808,-0.7027619418501854
-0.38107424149910607,-0.5550542954603831,-0.5528911345203718,-0.623637323975563
-0.6513337748249372,-0.6993976345658303,-0.7844480587045352,-0.7929787933826447
-0.3633944355448087,-0.6248936439553897,-0.7397805504997571,-0.7850355154275894
-0.6210087169210116,-0.7769343159596125,-0.7290773809949557,-0.6296712770157804
-0.6076356401046117,-0.6794492210944494,-0.6594705996910731,-0.6315838638444742
-0.6620886264244715,-0.6670137647787729,-0.7401387418309847,-0.7470819396773974
-0.5399444000174601,-0.6608661495149135,-0.7261032958328724,-0.7083384044965109
-0.5633204619089762,-0.6809799955288569,-0.6837539118528366,-0.7094655799865722
-0.5739802320798238,-0.5710760783155759,-0.6465876678625743,-0.6709427628914515
-0.3619441824158033,-0.6323747211694717,-0.637502836783727,-0.6809157612671455
-0.40774586170911786,-0.5827323776483536,-0.6707462074359258,-0.72252900938193
-0.5293752909700076,-0.6636334238449733,-0.6686787257591883,-0.7402998186151186
-0.49943270549178126,-0.5706911659240723,-0.6205037076274554,-0.6690498023231825
-0.5700064831972123,-0.6469620301326116,-0.7229758629202843,-0.7805933337410291
-0.5496098798513412,-0.5698290914297104,-0.6544799161950747,-0.6524519521991412
-0.3289210868875186,-0.5282523267467817,-0.7065764724214871,-0.6597307447592418
-0.6156737311681112,-0.7078980976343154,-0.691409981995821,-0.7338248855868975
-0.4240525549650192,-0.6501712034145991,-0.6031011244654656,-0.7095210283994675
-0.6017494368553161,-0.6520615172386169,-0.6981033435463906,-0.6991142968336741
-0.4191244511802991,-0.43179692442218465,-0.4780772986014684,-0.5642175351579984
-0.7706517960627873,-0.8435503179828326,-0.8925145009160041,-0.8933934249480565
-0.4547543270389239,-0.5913093356291453,-0.6618945522109667,-0.6576374667882919
-0.4395527219772339,-0.5813450759649277,-0.5679278582334518,-0.6180216459433238
-0.4805289281407992,-0.437068588634332,-0.6320029713710149,-0.6482043109337489
-0.4000079018374284,-0.5029685845971108,-0.54714118262132,-0.4661046352982521
-0.4831047158439954,-0.5903109479943911,-0.5613856012622516,-0.6995994112888972
-0.7420604224999746,-0.7313568045695623,-0.8030164563655853,-0.8043049413959186
-0.4274234530329704,-0.4702135762075583,-0.5391916910807292,-0.48613840838273364
-0.7797227494915326,-0.8047385987639427,-0.8274263320366542,-0.8490196019411087
-0.43247795045375825,-0.6381196828683218,-0.710795988937219,-0.697484315931797
-0.5657845928271612,-0.6747436578075091,-0.5414453806479772,-0.5800445764263471
-0.5620763113101324,-0.696909670829773,-0.8006519650419553,-0.756551348567009
-0.5737909208983183,-0.6859916104873022,-0.6619580975174904,-0.7397556417187054
-0.3055671809613705,-0.49345751732587817,-0.5445818431178728,-0.5645710527896881
-0.43547071546316146,-0.5063563891251882,-0.5708685351411501,-0.5520024247964224
-0.6792897935708364,-0.7984512675801912,-0.8060104952255884,-0.8590340062975883
-0.46236921216050786,-0.6484091582894326,-0.7001135541995367,-0.7780480903387069
-0.6894616563121477,-0.8114667502045632,-0.8115190794070561,-0.8173199005921682
-0.3850365594153603,-0.49598106955488525,-0.6165950834751129,-0.5993747913837433
-0.4059673863897721,-0.41682003351549307,-0.5787717249492804,-0.6496025145053863
-0.7058207868536314,-0.8858716881275177,-0.9103811883926392,-0.9129405079285303
-0.41392378429571786,-0.6919108252724012,-0.6781015292803446,-0.7654754469792048
-0.53069133857886,-0.6725712518890699,-0.6239613168438276,-0.6095111333330472
-0.3825341356794039,-0.5245492720603943,-0.5428194986780485,-0.5795169098178545
-0.5210495475927989,-0.5526029221216837,-0.752150789052248,-0.7565324985111753
-0.4532051678746939,-0.578918830876549,-0.6132485607266426,-0.5966776499648889
-0.7971251125137011,-0.834981644153595,-0.8731435066461564,-0.8879493667682012
-0.24292558992902438,-0.6314235182603201,-0.7639884185791016,-0.718952562212944
-0.7776367089152336,-0.8104512184858322,-0.8252995312213898,-0.8389112010598183
-0.5040017228325208,-0.5977198947469393,-0.6611716123421987,-0.7391509552796681
-0.7451856497923534,-0.785359302063783,-0.8236399525403977,-0.8273537599047025
-0.49017352412144344,-0.6007759457826615,-0.6422988420724869,-0.6442728463808696
-0.5066741685072581,-0.7245932228366534,-0.7077158943812052,-0.702513250609239
-0.3038223678867022,-0.5903755161166191,-0.6411410601933797,-0.6971067812045415
-0.4866436396539211,-0.5688706399003665,-0.6706266967455546,-0.676110010445118
-0.5780905191103617,-0.6448821121454239,-0.7397645559906959,-0.778985712826252
-0.7118094862500827,-0.7970104708274206,-0.7079930769403776,-0.7674949302275975
-0.6221924935777982,-0.6952642964323362,-0.6929638712604841,-0.640417896360353
-0.6728181248903274,-0.8101555129885674,-0.8645730945467949,-0.7113485512750534
-0.7262976630528768,-0.7346441476543745,-0.7858089716235797,-0.8126255123813947
-0.5546477035681406,-0.6722558564941088,-0.6608629077672958,-0.6321886876225471
-0.4152767445643743,-0.5849012986818949,-0.5337692214051882,-0.5485593541463216
-0.6552367295821507,-0.7189093641440074,-0.7133742546041807,-0.7796154647072157
-0.38855125606060026,-0.5509138120214144,-0.6700192270676295,-0.6577115618189175
-0.40324740052223207,-0.5977879015604655,-0.6442099257310232,-0.6939039277036985
-0.5877143029371897,-0.691450054148833,-0.7672078678011894,-0.7912128278613091
-0.7263293132930994,-0.782930622001489,-0.740385385453701,-0.7590615851183732
-0.4567576203743617,-0.614856229821841,-0.5701974612474442,-0.6323113409181436
-0.63293719013532,-0.7605466861526171,-0.7895926386117935,-0.7331720106800397
-0.339810286462307,-0.5726671468218167,-0.7002724034587542,-0.7283255473772685
-0.7664841291308403,-0.8424152061343193,-0.8845142658551534,-0.874264914393425
-0.7674013260006904,-0.85829228023688,-0.8872031367818515,-0.8968811076879502
-0.600115743279457,-0.7097851943969726,-0.7678836407264074,-0.7701307923595111
-0.47346671293179193,-0.6578807878494263,-0.7380528669555982,-0.729727812409401
-0.6126541447639465,-0.6342907527089119,-0.6139073225855828,-0.6867744942009449
-0.7626728062828382,-0.8212848620613417,-0.8387679639458656,-0.8605390817920366
-0.7212570283810298,-0.7774361464381218,-0.7716531139612198,-0.7625389058391253
-0.7452701796094576,-0.7790067026019096,-0.7458618038892746,-0.7378890393177668
-0.6889695657293001,-0.7886867944399516,-0.8319724517067274,-0.8313277765115102
-0.36158673226833343,-0.6233220407366753,-0.698745002746582,-0.6969824662804603
-0.5541139068206151,-0.6640998815496763,-0.7318872881929079,-0.7638811314105988
-0.2695934695750475,-0.43857281958063443,-0.5146335668365161,-0.519600382099549
-0.6654360666871071,-0.7479786470532417,-0.8208075778683027,-0.8569320094585419
-0.32300270567337674,-0.44035611748695375,-0.5639134672284126,-0.5678853983680408
-0.7395183702309926,-0.7988264950116476,-0.8467438761393229,-0.8633476434151331
-0.44064529726902646,-0.5731609164675077,-0.6067466425895691,-0.6395105497042338
-0.5352033849557241,-0.6663978178302447,-0.6635665072004,-0.7128558588027955
-0.6119479607542356,-0.5993403442700704,-0.6389873890082042,-0.6269766792654992
-0.49607463618119557,-0.6619978540142377,-0.7917681574821472,-0.731243894447883
-0.3775834027926127,-0.5943350697557132,-0.6815730237960815,-0.6297232986489931
-0.4057438380519549,-0.5177619776129723,-0.6384106109539668,-0.6461885339021682
-0.35902863190819817,-0.5109488021830718,-0.5601281220714251,-0.5754420856634775
